StockCode,Description,TotalQuantity,TotalRevenue,TotalOrders
48116,DOORMAT MULTICOLOUR STRIPE,867,4628.76,62
48129,DOOR MAT TOPIARY,1046,6703.11,207
48129,DOORMAT TOPIARY,1203,7077.1900000000005,139
48138,DOOR MAT UNION FLAG,3764,24693.81,677
48138,DOORMAT UNION FLAG,2612,17192.31,403
48175,DOOR MAT CAMOUFLAGE,39,158.04,2
48179,DOOR MAT SWEET HOME,34,214.47,11
48184,DOOR MAT ENGLISH ROSE ,1482,9814.85,327
48184,DOORMAT ENGLISH ROSE ,1256,7426.43,133
48185,DOOR MAT FAIRY CAKE,1729,11533.79,389
48185,DOORMAT FAIRY CAKE,1500,10557.960000000001,251
48187,DOOR MAT NEW ENGLAND,2023,13202.35,466
48187,DOORMAT NEW ENGLAND,1564,9709.36,241
48188,?,106,0.0,1
48188,DOOR MAT WELCOME PUPPIES,1458,8423.69,272
48188,DOORMAT WELCOME PUPPIES,1362,8198.28,150
48189,DOOR MAT FRIENDSHIP ,471,3426.9900000000002,181
48189,DOORMAT FRIENDSHIP ,818,4548.41,81
48194,DOOR MAT HEARTS,1714,10335.89,319
48194,DOORMAT HEARTS,2702,17010.51,465
48195,DOOR MAT GREEN PAISLEY ,266,1601.54,88
48195,DOORMAT GREEN PAISLEY ,1,14.43,1
48197,DOOR MAT BIRD ON THE WIRE,673,4691.77,204
48197,DOORMAT BIRD ON THE WIRE,231,1213.8700000000001,23
51008,AFGHAN SLIPPER SOCK PAIR,1999,6441.55,66
51008,wet,-200,0.0,1
62018,SOMBRERO ,5155,6739.85,69
70006,LOVE HEART POCKET WARMER,1777,2371.45,184
70007,HI TEC ALPINE HAND WARMER,528,898.8599999999999,116
71038,WHITE HANGING BEADS CANDLE HOLDER,482,2566.1,105
71050,SMALL SINGLE FLAME CANDLE HOLDER,18,6.299999999999999,2
71053,WHITE METAL LANTERN,3014,11168.04,438
71143,SILVER BOOK MARK WITH BEADS,177,334.81,67
71215,METAL BASE FOR CANDLES,167,63.9,11
71270,PHOTO CLIP LINE,139,196.67,34
71279,PINK GLASS CANDLEHOLDER,119,419.65000000000003,47
71403,"PINK/WHITE ""KEEP CLEAN"" BULLET BIN",100,372.09000000000003,39
71459,HANGING JAM JAR T-LIGHT HOLDER,19774,16182.22,607
71459,dotcom,-285,0.0,1
71477,COLOUR GLASS. STAR T-LIGHT HOLDER,7628,22157.72,562
71477,"Wet, rusty-thrown away",-312,0.0,1
71477,short,-240,0.0,1
71510,SQUARE METAL CANDLEHOLDER BASE,125,75.53,9
72008,FROSTED BOX 9 WHITE T-LIGHT CANDLES,3795,1521.32,217
72122,COFFEE SCENT PILLAR CANDLE,263,258.48999999999995,60
72127,COLUMBIAN CANDLE ROUND ,226,271.58,40
72128,COLUMBIAN CANDLE ROUND,537,303.79,54
72129,COLUMBIAN CANDLE ROUND ,75,49.760000000000005,18
72130,COLUMBIAN CANDLE ROUND,595,208.34,34
72131,COLUMBIAN CANDLE RECTANGLE,610,451.98,42
72132,COLUMBIAN CUBE CANDLE,534,432.9,18
72133,COLUMBIAN CANDLE RECTANGLE,71,67.87,16
72134,COLUMBIAN  CUBE CANDLE ,235,77.89,19
72232,FENG SHUI PILLAR CANDLE,3085,586.1500000000001,58
72232,wet cartons,-1400,0.0,1
72267,PREMIUM CHURCH CANDLE,273,546.96,45
72484,ROSES IN WHITE HEART CANDLE ,1818,991.3800000000001,64
72487,ROSES WHITE ROUND CANDLE,827,355.05,14
72586,"S/6 HALLOWEEN GHOST T LIGHTS, 5CM H",1059,453.99,58
72586,SET OF 6 HALLOWEEN GHOST T-LIGHTS,557,241.67999999999998,46
72586,code mix up 72597,-500,0.0,1
72598,SET/12 TAPER CANDLES,641,550.56,74
72708,SCULPTED ROUND IVORY CANDLE ,44,9.24,5
72709,IVORY SCULPTED RND CANDLE ,48,40.8,8
72715,SPHERICAL IVORY CANDLE ,88,36.96,13
72724,SET/6 CHRISTMAS ICICLE T-LIGHTS,36,45.0,10
72728,ROSE SCENT CANDLES IN GLASS,643,523.15,54
72741,GRAND CHOCOLATECANDLE,14163,19637.079999999998,661
72741,dotcom,-399,0.0,1
72756, FAIRY CAKE CANDLES,153,202.05,2
72756,FAIRY CAKE CANDLES,3843,5233.59,129
72772,SET/4 SCENTED CANDLES IN RAMEKINS,457,615.84,9
72779,SET/6 BLACK ROSE T-LIGHT CANDLES,49,82.81,15
72780,BLACK SILOUETTE CANDLE PLATE,365,291.53,25
72781,BLACK SILOUETTE CANDLE PLATE ,115,216.9,16
72783,BLACK SIL'T SQU CANDLE PLATE ,27,56.7,7
72789,BASKET/8 SCENTED LOVE TOKEN CANDLES,112,424.03,46
72793,BLACK BOX MIRROR LANTERN,54,262.8,11
72805,VANILLA CANDLE IN EMBOSSED ZINC POT,10,16.9,3
72811,SMALL ZINC/GLASS CANDLEHOLDER,392,261.52,14
72812,LARGE ZINC GLASS CANDLEHOLDER,44,107.17,11
72812,LARGE ZINC/GLASS CANDLEHOLDER,27,65.23,9
72814,SET OF 3 CHRISTMAS BRIAR CANDLES,179,637.64,31
72814,SET/3 CHRISTMAS BRIAR CANDLES,88,334.03,24
72815,3 WICK CHRISTMAS BRIAR CANDLE ,276,1060.86,71
72816,SET/3 CHRISTMAS DECOUPAGE CANDLES,563,819.77,82
72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,338,446.83,59
72817,SET/2 CHRISTMAS DECOUPAGE CANDLES,40,50.0,6
72818,CHRISTMAS DECOUPAGE CANDLE,620,523.12,58
72819,CUPID DESIGN SCENTED CANDLES,485,710.76,54
72821,CUPID SCENTED CANDLE IN GLASS,47,77.55,11
75011,BLUE DAISY MOBILE,9,33.75,3
75131,METAL TUBE CHIME ON BAMBOO,730,1020.56,56
75172,PAINTED SEA SHELL METAL WINDCHIME,4,15.0,3
75178,ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,40,57.56,12
77079,DOLPHIN WINDMILL,63,133.56,11
77081,FLOWER WINDMILL,241,307.13,34
77081,missing,-233,0.0,1
78026,SEAGRASS S/3 SQU LAUNDRY BOX,12,139.95,2
78027,SEAGRASS S/2 CORNER LAUNDRY ,6,100.15,5
78033,FLAG OF ST GEORGE CHAIR,118,185.3,11
78056,CAMOUFLAGE BACKPACK ON WHEELS,1,12.849999999999998,4
78124,MAGAZINE RACK GEBRA ASSORTED ,538,729.61,14
79000,Dotcom,-588,0.0,1
79000,MOROCCAN TEA GLASS,7866,6456.88,328
79000,damaged,-1500,0.0,1
79000,wet/smashed/unsellable,-700,0.0,1
79029,GLASS HONEYPOT WASP CATCHER,2931,5451.7699999999995,356
79067,CORONA MEXICAN TRAY,1473,5811.4400000000005,382
79072,TEATIME CAKE TIN WITH HANDLE,270,2943.9,115
79140,ASS WINDPROOF MARIJUANA LIGHTERS,15,6.3,2
79140,gone,-8,0.0,1
79160,HEART SHAPE WIRELESS DOORBELL,506,1189.8400000000001,174
79163,BLACK CHAMPAGNE GLASS,315,632.43,31
79164,BLACK WINE GLASS,1996,2516.24,79
79301,FEATHER HEART LIGHTS,-8,-20.0,5
79320, FLAMINGO LIGHTS,378,1705.98,59
79320,FLAMINGO LIGHTS,535,2579.25,101
79321,CHILLI LIGHTS,6473,31086.1,530
79328,BLUE FLOCK GLASS CANDLEHOLDER,590,259.24,18
79329,PINK FLOCK GLASS CANDLEHOLDER,88,53.76,5
79331,PINK FLOCK GLASS CANDLEHOLDER,34,56.099999999999994,6
79336,LIGHT PINK FLOCK GLASS CANDLEHOLDER,804,356.1,18
79337,BLUE FLOCK GLASS CANDLEHOLDER,556,251.97,12
79338,DARK PINK FLOCK GLASS CANDLEHOLDER,553,252.29000000000002,13
79341,WILLOW BRANCH LIGHTS.,277,1904.0900000000001,102
79403,FROSTED WHITE BASE ,108,103.25999999999999,24
79406,FROSTED WHITE BASE ,115,31.5,13
79413,GLASS WINE GLASS DECORATIONS,30,37.5,9
79532,MOSAIC GLASS BALL CANDLEHOLDER,96,120.0,19
79534,MULTICOLOUR GLASS PLATE,116,63.800000000000004,16
82069,BEECH WOOD P/FRAME,17,109.85,11
82072,WHITE WOOD SINGLE P/FRAME,5,6.25,3
82076,BEECH WOOD PHOTO FRAME ,290,403.64,19
82081,PINK HEARTS PHOTO ALBUM,174,451.35,23
82093,HEART SHAPE BUTTON FRAME ,139,283.49,28
82095,HEART BUTTONS JEWELLERY BOX,34,260.1,18
82482,WOODEN PICTURE FRAME WHITE FINISH,7965,18946.72,959
82483,WOOD 2 DRAWER CABINET WHITE FINISH,2619,14509.87,661
82484,WOOD BLACK BOARD ANT WHITE FINISH,5009,26657.75,535
82486,WOOD S/3 CABINET ANT WHITE FINISH,2713,20638.08,731
82551,LAUNDRY 15C METAL SIGN,2770,3618.46,416
82552,?,-364,0.0,1
82552,WASHROOM METAL SIGN,4023,4970.19,444
82553,POP'S GREASY SPOON METAL SIGN,114,237.73,42
82567,"AIRLINE LOUNGE,METAL SIGN",517,1145.5600000000002,207
82578,KITCHEN METAL SIGN,3584,1940.89,411
82580,BATHROOM METAL SIGN,7512,4081.5600000000004,736
82581,?,-500,0.0,1
82581,TOILET METAL SIGN,4574,2528.6600000000003,525
82582,?,-1200,0.0,1
82582,AREA PATROLLED METAL SIGN,3160,6397.3,385
82582,missings,-67,0.0,1
82583,?,-626,0.0,1
82583,HOT BATHS METAL SIGN,5749,11379.12,598
82585,SWEET VALENCIA CANDLE+CUP,153,222.15,48
82587,TEXRIO TOMATOES CANDLE+CUP,121,158.03,41
82597,?,-410,0.0,1
82597,BOMBS AWAY METAL SIGN,1233,2618.3700000000003,217
82599,FANNY'S REST STOPMETAL SIGN,2073,4482.030000000001,392
82600,NO SINGING METAL SIGN,6889,13367.080000000002,684
82605,OLD DOC RUSSEL METAL SIGN,215,486.93,98
82605,OLD DOC.RUSSEL METAL SIGN,41,82.94,24
82615,PINK MARSHMALLOW SCARF KNITTING KIT,579,1595.92,92
84006,MAGIC TREE -PAPER FLOWERS,1041,991.4999999999999,120
84007,MAGIC GARDEN MOUNT FUJI,159,418.21999999999997,39
84012,MAGIC SHEEP WOOL GROWING FROM PAPER,576,1354.64,65
84016,Ebay sales by the box.,-7100,0.0,1
84016,FLAG OF ST GEORGE CAR FLAG,18913,3729.21,65
84016,ebay sales,-13500,0.0,3
84016,invoice 506647,-299,0.0,1
84033,FLAG OF ST GEORGE ,456,677.63,44
84050,PINK HEART SHAPE EGG FRYING PAN,7242,10596.289999999999,492
84051,ASS COLOUR GLOWING TIARAS,479,404.67,36
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,54698,11310.289999999999,509
84081,WHITE CERAMIC PARTY SET (5PCS),99,385.05,21
84192,ASSORTED COLOUR METAL CAT ,130,151.1,14
84199,GLOW IN DARK DOLPHINS,407,90.21,39
84212,"ASSORTED FLOWER COLOUR ""LEIS""",14414,6984.37,168
84218,BOX/12 CHICK & EGG IN BASKET,139,282.34999999999997,56
84219,BOX/12 MOTHER & CHICK IN BASKET/BOW,140,311.51,28
84226,HEN HOUSE W FAMILY IN BARN & NEST,26,22.099999999999998,8
84227,HEN HOUSE W CHICK IN NEST,111,46.620000000000005,12
84228,HEN HOUSE W CHICK STANDING,59,33.66,21
84231,EASTER BUNNY WITH BASKET ON BACK,122,93.58,30
84270,?,-3000,0.0,1
84270,ASSTD DESIGN BUBBLE GUM RING,21256,4543.5,483
84270,Damaged,-411,0.0,1
84292,ROSE PINK METAL FOLDING CHAIR,43,378.03000000000003,15
84306,S/3 PINK SQUARE PLANTERS ROSES,38,469.26,22
84311,CAMOFLAGE CUSHION COVER,11,18.15,1
84340,LARGE FIBRE OPTIC CHRISTMAS TREE,21,65.76,11
84347,21494,-720,0.0,1
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,13675,47672.49,351
84352,SILVER CHRISTMAS TREE BAUBLE STAND ,179,3055.93,113
84356,POMPOM CURTAIN,321,1612.14,54
84356,damaged,-14,0.0,1
84358,FLOOR LAMP SHADE WOOD BASE,89,794.73,17
84360,TABLE LAMP WHITE SHADE WOOD BASE,139,702.07,22
84366,VENDETTA CANVAS PICTURE,3,11.25,3
84367,LA STREGA CANVAS PICTURE ,74,126.29999999999998,8
84367,crushed,-24,0.0,1
84371,BIG PINK POODLE,30,257.1,6
84375,SET OF 20 KIDS COOKIE CUTTERS,3540,7006.57,314
84378,SET OF 3 HEART COOKIE CUTTERS,5401,7014.17,597
84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,4579,6009.08,451
84388,WISE MAN STAR SHAPE EGG PAN,47,77.55,19
84396,6 HOOK JEWELLERY STAND BLACK DRESS,552,1380.52,49
84422,PINK/BLUE DISC/MIRROR STRING,216,184.59,25
84447,6 RABBIT CHAIN EASTER,70,73.27,19
84452,METAL RABBIT LADDER EASTER ,112,113.05999999999999,29
84454,WOBBLING METAL CHICKEN EASTER,93,85.53,18
84454,missing,-330,0.0,1
84455,SET OF 3 RABBIT CARROTS EASTER,86,78.81,20
84456,SET OF 3 RABBIT EGG EASTER,25,22.95,17
84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,166,167.01999999999998,38
84458,S/3 RABBIT FLOWER/EGG/CARROT ROPE,124,105.39999999999999,20
84461,12 PINK HEN+CHICKS IN BASKET,53,136.48999999999998,27
84462,3 PINK HEN+CHICKS IN BASKET,88,99.86,8
84464,S/60 PINK FLUFFY CHICKS IN BOX,83,181.64999999999998,11
84465,15 PINK FLUFFY CHICKS IN BOX,23,69.96000000000001,16
84466,TOP SECRET PEN SET,816,902.76,71
84467,ENGLISH ROSE DESIGN QUILTED THROW,814,17397.76,84
84469,ROSE DES PADDED FLOOR CUSHION,664,2249.41,44
84472,PINK AND LILAC QUILTED THROW ,84,3276.42,33
84482,BUTTONS DESIGN JEWELLERY BOX,66,259.27,34
84493,BLUE/PINK NEST STRIPE BOX,575,65.75999999999999,6
84497,BUTTONS AND STRIPES NOTEBOOK ,87,349.63,32
84499,BLACK FLOWER CANDLE PLATE,319,266.21999999999997,39
84522,PINK PARTY SUNGLASSES,167,277.05,15
84526,GIANT BLACK SUNGLASSES,538,1503.6399999999999,34
84527,FLAMES SUNGLASSES PINK LENSES,27,54.91,14
84539,KNITTED RABBIT DOLL ,42,69.3,10
84546,CROCHET POODLE KEYRING,21,34.64999999999999,3
84548,CROCHET BEAR RED/BLUE  KEYRING,26,42.89999999999999,9
84549,CROCHET WHITE RABBIT KEYRING ,37,67.88999999999999,9
84550,CROCHET LILAC/RED BEAR KEYRING,14,23.099999999999998,4
84551,CROCHET DOG KEYRING,26,42.89999999999999,6
84564,6 SEGMENT COLOURED SNACK BOWL ,21,175.48000000000002,11
84567,FROSTED GLASS WITH SILVER SURROUND,9,14.85,1
84568,GIRLS ALPHABET IRON ON PATCHES ,23827,4957.93,170
84572,6 HOOK JEWEL STAND LILAC DRESS,1,8.49,1
84576,BLUE CAT BISCUIT BARREL PINK HEART,30,188.72,15
84578,ELEPHANT TOY WITH BLUE T-SHIRT,223,858.66,112
84578,damages,-52,0.0,1
84580,MOUSE TOY WITH PINK T-SHIRT,692,2662.27,291
84581,DOG TOY WITH PINK CROCHET SKIRT,324,1230.44,149
84582,PINK CROCHET CAT WITH SCARF,15,63.75,11
84584,PINK GINGHAM CAT WITH SCARF,138,382.23999999999995,45
84592,CROCHET ROSE PURSE WITH SUEDE BACK,99,301.06000000000006,25
84593,CROCHET ROSE DES CLOTHES HANGER,21,61.95,6
84598,BOYS ALPHABET IRON ON PATCHES,18536,3753.94,123
84599,CANDY STRIPE ROSE FLOOR CUSHION,15,160.15,6
84600,NEW BAROQUE JEWELLERY BOX ,53,456.48,29
84608,ORNATE EDWARDIAN CANDLE HOLDER,4,31.799999999999997,5
84609,TALL ROCOCO CANDLE HOLDER,51,535.63,19
84615,PINK ROUND BUTTERFLY MIRROR ,202,506.79999999999995,22
84616,SILVER ROCCOCO CHANDELIER,57,938.35,17
84617, NEW BAROQUE BLACK BOXES,6,76.5,3
84617,NEW BAROQUE BLACK BOXES,2,25.5,1
84619,BLUE GINGHAM ROSE QUILT ,72,1622.96,29
84620,BLUE GINGHAM ROSE CUSHION COVER,121,746.61,49
84621,BLUE GINGHAM ROSE FLOOR CUSHION ,29,247.26,15
84622,PINK GINGHAM ROSE CUSHION COVER,22,146.65,10
84623,PINK GINGHAM ROSE FLOOR CUSHION,56,310.44,14
84626,CANDY STRIPE ROSE QUILT,1,45.95,1
84627,CANDY STRIPE ROSE C/COVER ,43,255.85,20
84629,WHITE 3 FRAME BIRDS AND TREE ,4,87.8,3
84630,FLOWERS AND BIRDS WALL PLAQUE,2,15.9,1
84631,FRUIT TREE AND BIRDS WALL PLAQUE,248,765.58,26
84632,DECORATIVE HANGING SHELVING UNIT,9,499.55,6
84637,KITCHEN FLOWER POTS WALL PLAQUE,470,847.62,32
84638,SMALL KITCHEN FLOWER POTS PLAQUE,350,770.05,32
84641,damages,-51,0.0,1
84648,NEW BAROQUE WALL MIRROR,1,12.75,1
84653,GREEN ROSE QUILT ,14,750.48,12
84656,WHITE ROSE C/COVER,22,130.9,13
84657,GREEN ROSE CUSHION COVER,247,523.43,20
84658,WHITE STITCHED CUSHION COVER,172,891.6800000000001,45
84664,CHERRY BLOSSOM BATHROOM CABINET,188,930.6,53
84665,SQUARE CHERRY BLOSSOM CABINET,119,728.0500000000001,33
84666,SQUARE CHERRY BLOSSOM CABINET,202,797.9000000000001,29
84670,JAPANESE CROCHETED ANIMAL,5073,2077.06,185
84670,missing,-3340,0.0,1
84674,FLYING PIG WATERING CAN,271,723.74,63
84675,FROG KING WATERING CAN,189,521.5600000000001,62
84676,BATH DUCK WATERING CAN,799,1969.91,120
84678,CLASSICAL ROSE SMALL VASE,473,928.8499999999999,74
84679,CLASSICAL ROSE TABLE LAMP,7,41.650000000000006,3
84680,CLASSICAL ROSE URN,92,356.40000000000003,18
84680,damages?,-46,0.0,1
84682,CLASSICAL ROSE DISH,289,579.24,52
84683,CLASSICAL ROSE CANDLESTAND,369,388.41,37
84684,BEACH HUT PHOTO FRAME,557,669.6999999999999,42
84685,BEACH HUT KEY CABINET,402,1202.83,110
84686,BEACH HUT MIRROR,320,918.0,71
84687,BEACH HUT SHELF W 3 DRAWERS,231,695.73,44
84688,BEACH HUT DESIGN BLACKBOARD,341,1010.65,72
84689,S/2 BEACH HUT TREASURE CHESTS,292,683.4,42
84690,S/2 BEACH HUT STOOLS,26,206.70000000000002,15
84691,PACK 20 DOLLY PEGS,2430,2000.85,234
84691,damages,-79,0.0,1
84692,BOX OF 24 COCKTAIL PARASOLS,11403,5127.08,577
84715,SET OF 6 ICE CREAM SKITTLES,225,687.69,44
84720,DOT MATRIX CANVAS ART PICTURE,35,147.05,3
84721,MANHATTAN CANVAS ART PICTURE,20,87.8,2
84723,CHERRY BLOSSOM CANVAS ART PICTURE,7,55.650000000000006,8
84725,FREESTYLE CANVAS ART PICTURE,94,181.09999999999997,12
84726,LILLIES CANVAS PICTURE,233,394.84999999999997,5
84731,3 BIRDS CANVAS SCREEN,1,1.65,1
84744,S/6 SEW ON CROCHET FLOWERS,59,75.01,17
84746,PINK EASTER HENS+FLOWER,10,37.5,7
84748,FOLK FELT HANGING MULTICOL GARLAND,966,1210.26,32
84754,S/15 SILVER GLASS BAUBLES IN BAG,1653,2082.93,172
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,23730,14586.300000000001,666
84757,ENCHANTED GARDEN WROUGHT IRON TABLE,5,74.75,4
84761,IVORY HANGING BIRD PLANTER ,271,756.0999999999999,62
84763,ZINC FINISH 15CM PLANTER POTS,1037,1291.45,118
84765,SILVER ROCOCO CANDELABRA,7,114.72999999999999,7
84766,SILVER ROCOCO CANDLE STICK,54,297.3,14
84767,ZINC POLICE BOX LANTERN,195,806.22,6
84770,ROUND GEORGIAN SILVER MIRROR,89,283.55000000000007,23
84773,RED ROSE AND LACE C/COVER,188,554.6,50
84789,ENCHANTED BIRD PLANT CAGE,253,899.04,82
84791,GINGHAM HEART DECORATION,331,1077.2800000000002,107
84792,ENCHANTED BIRD COATHANGER 5 HOOK,1451,6124.320000000001,294
84799,SPRIG LAVENDER ARTIFICIAL FLOWER,455,369.55,21
84807,RED POPPY ARTIFICIAL FLOWER,233,215.93,7
84807,damages,-40,0.0,1
84807,display,-180,0.0,1
84813,SET OF 4 DIAMOND NAPKIN RINGS,260,1970.71,63
84815,SET OF 3 DANISH ROSE PLANTERS,930,1200.8200000000002,53
84816,DANISH ROSE BEDSIDE CABINET,17,658.1,13
84817,DANISH ROSE DECORATIVE PLATE,102,216.66000000000003,25
84818,DANISH ROSE PHOTO FRAME,354,893.39,118
84819,DANISH ROSE ROUND SEWING BOX,103,441.97,35
84820,DANISH ROSE TRINKET TRAYS,62,404.42,24
84821,DANISH ROSE DELUXE COASTER,383,335.34999999999997,34
84823,DANISH ROSE FOLDING CHAIR,7,279.65000000000003,5
84824,DANISH ROSE UMBRELLA STAND,35,628.6,31
84826,ASSTD DESIGN 3D PAPER STICKERS,580,486.5,22
84827,ASS DES PHONE SPONGE CRAFT STICKER,582,378.3,18
84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,1406,1796.44,179
84830,LARGE ENGLISH ARBORETUM,110,1144.3,8
84832,ZINC WILLIE WINKIE  CANDLE STICK,3965,3519.68,381
84836,ZINC METAL HEART DECORATION,14240,17295.1,909
84837,WHITE SWEETHEARTS CABINET 4 DRAWERS,253,3235.54,143
84838,ANT WHITE HIGH RISE BIRD BOX,50,312.5,4
84839,SWEETHEART KEY CABINET,1527,8775.25,402
84839,damaged,-26,0.0,1
84840,SWEETHEART CARRY-ALL BASKET,278,2396.82,139
84842,HELLO SAILOR BATHROOM SET,772,457.8,27
84843,WHITE SOAP RACK WITH 2 BOTTLES,110,773.16,64
84847,FLORAL BATHROOM SET,1195,710.2,39
84854,GIRLY PINK TOOL SET,381,2080.17,111
84855,BLOKEY SILVER TOOL SET,36,196.70000000000002,15
84855,MIA,-108,0.0,1
84865,NEW BAROQUE BLACK PHOTO ALBUM,54,535.69,38
84869,CANDY BUTTON PHOTO ALBUM,302,703.54,26
84869,damages,-13,0.0,1
84879,ASSORTED COLOUR BIRD ORNAMENT,44925,72454.12,1420
84879,Dotcom multiples,-441,0.0,1
84880,WHITE WIRE EGG HOLDER,1489,8256.57,308
84881,BLUE WIRE SPIRAL CANDLE HOLDER,42,273.07,19
84882,GREEN WIRE STANDING CANDLE HOLDER,30,139.59,18
84886,BLUE METAL WALL SHELF,13,129.35,9
84893,ANT WHITE IRON BASKET,34,192.3,15
84901,BLACK FACE LAMB WITH PANTS,126,482.38,74
84902,PINK KNITTED COW STUFFED TOY,84,326.33,53
84905,PINK BUTTERFLY C/COVER ,10,70.82,6
84905,PINK BUTTERFLY CUSHION COVER ,224,763.61,79
84906,PINK B'FLY C/COVER W BOBBLES,32,190.4,10
84907,PINK YELLOW PATCH CUSHION COVER,350,705.3,11
84907,PINK/YELLOW PATCH CUSHION COVER,6,67.03999999999999,7
84915,HAND TOWEL PINK FLOWER AND DAISY,24,135.5,18
84916,HAND TOWEL PALE BLUE W FLOWERS,44,223.52,34
84917,WHITE HAND TOWEL WITH BUTTERFLY,48,232.35999999999999,29
84918,CREAM C/COVER W YELLOW/GREEN FLOWER,10,69.5,3
84918,CREAM CUSHION COVER WITH FLOWERS,196,911.72,61
84918,damages,-23,0.0,1
84919,BLUE CUSHION COVER WITH FLOWER,53,440.3500000000001,16
84919,L BLUE C/COVER W PINK/YELLOW FLOWER,8,74.31,4
84920,PINK FLOWER FABRIC PONY,91,377.9,42
84921,CREAM AND PINK FLOWERS PONY ,20,75.0,10
84922,PINK BUTTERFLY WASHBAG,333,765.93,11
84923,PINK BUTTERFLY HANDBAG W BOBBLES,86,409.25,60
84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,708,383.16,28
84934,ASSTD DESIGN POP ART SLIM PEN,686,585.65,14
84934,missing,-1782,0.0,1
84937,Amazon sold as set,-70,0.0,1
84937,Dotcom sold as set,-420,0.0,1
84937,KASHMIR FOLKART TUMBLERS,2525,5358.84,126
84942,KASHMIR FOLKART HEART DISHES,3,5.07,3
84944,?sold individually?,486,0.0,1
84944,SET OF 6 KASHMIR FOLKART BAUBLES,422,2020.87,121
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12052,9818.9,345
84945,dotcom,-48,0.0,1
84946,ANTIQUE SILVER TEA GLASS ETCHED,18700,25306.27,927
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,7487,8918.27,352
84948,SILVER HANGING T-LIGHT HOLDER DOME,275,462.50999999999993,38
84949,SILVER HANGING T-LIGHT HOLDER,7223,11523.119999999999,455
84950,ASSORTED COLOUR T-LIGHT HOLDER,4348,2988.42,165
84950,dotcom,-48,0.0,1
84962,SET/3 COLOUR PAINTED KASHMIRI STOOL,3,179.85000000000002,2
84969,ASSORTED COLOUR SET 6 TEASPOONS,267,1227.77,89
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,172,823.84,56
84974,S/2 ZINC HEART DESIGN PLANTERS,51,501.45,30
84975,HEART SHAPED MIRROR,2001,3284.99,216
84976,RECTANGULAR SHAPED MIRROR,163,279.97,20
84977,WIRE FLOWER T-LIGHT HOLDER,223,281.33,43
84978,HANGING HEART JAR T-LIGHT HOLDER,9205,12046.16,728
84978,damages,-400,0.0,1
84987,SET OF 36 TEATIME PAPER DOILIES,5046,7346.679999999999,490
84988,SET OF 72 PINK HEART PAPER DOILIES,4041,6330.03,523
84990,60 GOLD AND SILVER FAIRY CAKE CASES,4250,2063.29,192
84990,?,-575,0.0,1
84991,60 TEATIME FAIRY CAKE CASES,36326,18128.25,1342
84992,72 SWEETHEART FAIRY CAKE CASES,21798,10916.64,874
85006,SET 4 NURSERY DES ROUND BOXES,1514,667.66,37
85007,SET OF 3 VINTAGE TEA TIME BOXES,140,385.67,22
85008,SET OF 3 CONEY ISLAND OVAL BOXES,259,1012.6700000000001,95
85015,SET OF 12  VINTAGE POSTCARD SET,743,1069.35,118
85016,SET OF 6 VINTAGE NOTELETS KIT,1118,1478.2,130
85020,ROUND PINK HEART MIRROR,166,369.88000000000005,39
85030,FRENCH CHATEAU OVAL PLATTER,171,447.45,26
85038,6 CHOCOLATE LOVE HEART T-LIGHTS,1840,3877.9800000000005,254
85041,SET/4 PINK ORCHID CANDLES IN BOWL,1844,2475.02,95
85042,ANTIQUE LILY FAIRY LIGHTS,2530,11496.960000000001,352
85043,RED HEART CANDY POP LIGHTS,-2,-9.9,4
85044,RED REINDEER STRING OF 20 LIGHTS,145,783.0,45
85045,GREEN CHRISTMAS TREE STRING 20LIGHT,426,2038.29,77
85047,WHITE BEADED GARLAND STRING 20LIGHT,977,6213.629999999999,277
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,1339,10492.140000000001,310
85050,FRENCH ENAMEL SOAP DISH WITH LID,48,100.80000000000001,1
85053,FRENCH ENAMEL CANDLEHOLDER,332,707.53,68
85054,FRENCH ENAMEL POT W LID,330,1070.3000000000002,93
85055,FRENCH ENAMEL UTENSIL HOLDER,326,1308.1,97
85059,FRENCH ENAMEL WATER BASIN,289,1123.03,86
85060,WOOD FAN WITH FLOWER DESIGN,1410,1698.12,91
85060,damaged,-88,0.0,1
85060,damaged/dirty,-408,0.0,1
85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,2570,4181.28,192
85063,CREAM SWEETHEART MAGAZINE RACK,247,4446.79,216
85063,damaged,-16,0.0,1
85064,CREAM SWEETHEART LETTER RACK,1573,7339.860000000001,266
85065,CREAM SWEETHEART TRAYS,589,7210.39,265
85065,damaged,-31,0.0,1
85066,CREAM SWEETHEART MINI CHEST,1292,15906.849999999999,458
